FROM_BRANCH,LORRY_ROUTE_FROM,FROM_LAT,FROM_LONG,TO_BRANCH,LORRY_ROUTE_TO,TO_LAT,TO_LONG,COUNT(*)
BIDADI KARNATAKA,529,12.8138869,77.4106902,BIDADI KARNATAKA,324,23.3890858,72.0463614,10
PATANCHERU-TELANGANA,1608,17.5253,78.2717,PATANCHERU-TELANGANA,506,15.8523557,74.5354957,2
BINOLA HUB-HARYANA,1328,28.3106646,76.8781538,BINOLA HUB-HARYANA,525,13.1314,77.9763,4
SANAND  AHMEDABAD-GUJARAT,319,22.9731286,72.2752609,SANAND  AHMEDABAD-GUJARAT,305,22.4159309,70.0587628,3
SHOLAVARAM CHENNAI,1003,13.2316,80.1633,SHOLAVARAM CHENNAI,1328,28.3106646,76.8781538,8
MANESAR-HARYANA,1322,28.3775364,76.9388545,MANESAR-HARYANA,1102,31.355688,75.565583,8
HYDERABAD AIRPORT-TELANGANA,1606,17.2606,78.3849,HYDERABAD AIRPORT-TELANGANA,328,23.0844981,72.6224928,2
JAIPUR-RAJASTHAN,1701,26.865057,75.680062,JAIPUR-RAJASTHAN,1003,13.2316,80.1633,1
MUMBAI HUB-MAHARASTRA,2117,19.2924351,73.1082178,MUMBAI HUB-MAHARASTRA,3410,29.0159,79.409,1
GURGAON-HARYANA,1318,28.4875,77.063,GURGAON-HARYANA,4001,30.28199,77.98948,2
DADRI-UTTAR PRADESH,1352,28.5432697,77.5631391,DADRI-UTTAR PRADESH,1303,28.5323,77.1102,2
AHMEDABAD-GUJARAT,301,22.8584141,72.3796371,AHMEDABAD-GUJARAT,1920,30.8864,75.9923,3
JAMNAGAR-GUJARAT,305,22.4159309,70.0587628,JAMNAGAR-GUJARAT,1601,17.6103329,78.5213145,2
ROORKEE UTTARANCHAL-UTTRAKHAND,4003,29.921192,77.829423,ROORKEE UTTARANCHAL-UTTRAKHAND,1306,28.677483,77.1419,4
DEWAS-MADHYA PRADESH,3508,22.9703,76.1229,DEWAS-MADHYA PRADESH,1312,28.448128,77.530355,5
CHERLAPALLY-TELANGANA,1611,17.459,78.5992,CHERLAPALLY-TELANGANA,8107,28.5313,77.4687,1
ROORKEE UTTARANCHAL-UTTRAKHAND,4003,29.921192,77.829423,ROORKEE UTTARANCHAL-UTTRAKHAND,2501,21.133502,78.8936551,4
PUZHAL CHENNAI-TAMILNADU,1002,13.156826,80.222013,PUZHAL CHENNAI-TAMILNADU,5128,29.9663,78.0786,1
CHAKAN - PUNE - MAHARASTRA,2802,18.7004018,73.8489416,CHAKAN - PUNE - MAHARASTRA,1309,28.862816,77.123806,1
BINOLA HUB-HARYANA,1328,28.3106646,76.8781538,BINOLA HUB-HARYANA,1910,34.100144,74.7621673,1
TIKRI BORDER-DELHI,1307,28.6831148,76.9606879,TIKRI BORDER-DELHI,1601,17.6103329,78.5213145,21
ALIGARH-UTTAR PRADESH,1604,27.852,78.0771,ALIGARH-UTTAR PRADESH,3304,28.9878,79.6968,1
KUNDLI BORDER SONIPAT-HARYANA,1309,28.862816,77.123806,KUNDLI BORDER SONIPAT-HARYANA,2816,18.6078,73.7238,1
TATA MOTORS LTD  SPD  JAMSHEDPUR PLANT,3416,22.7803,88.2226,TATA MOTORS LTD  SPD  JAMSHEDPUR PLANT,1805,26.9249994,81.0637689,4
SANAND  AHMEDABAD-GUJARAT,319,22.9731286,72.2752609,SANAND  AHMEDABAD-GUJARAT,1323,28.3046774,77.3004412,4
SANAND  AHMEDABAD-GUJARAT,319,22.9731286,72.2752609,SANAND  AHMEDABAD-GUJARAT,601,22.3532,73.2346,4
BHIWANDI MUMBAI-MAHARASTRA,2105,19.2526392,73.0234069,BHIWANDI MUMBAI-MAHARASTRA,2105,19.2526392,73.0234069,12
KALASIPALYAM-KARNATAKA,507,12.955766,77.588642,KALASIPALYAM-KARNATAKA,501,13.1464,77.6144,1
HUBLI-KARNATAKA,1802,15.29472,75.147747,HUBLI-KARNATAKA,2117,19.2924351,73.1082178,2
RAIPUR,2502,21.2570484,81.5552005,RAIPUR,103,30.23361,76.85074,1
OKHLA-DELHI,1301,28.5283,77.2786,OKHLA-DELHI,1322,28.3775364,76.9388545,2
HALOL-GUJARAT,1603,22.5615,73.4569,HALOL-GUJARAT,2401,20.0052,73.7379,2
OKHLA-DELHI,1301,28.5283,77.2786,OKHLA-DELHI,821,23.8415917,91.3116745,3
KUNDLI BORDER SONIPAT-HARYANA,1309,28.862816,77.123806,KUNDLI BORDER SONIPAT-HARYANA,3305,28.7861,79.0274,2
MINIHUB UP BORDER-DELHI,1343,28.6778,77.3264,MINIHUB UP BORDER-DELHI,1701,26.865057,75.680062,1
AGRA-UTTAR PRADESH,2202,27.217,77.9455,AGRA-UTTAR PRADESH,1202,20.324471,72.904855,1
ALWAR-RAJASTHAN,1706,27.5377,76.6903,ALWAR-RAJASTHAN,801,22.519,88.3033,3
SILVASSA-GUJARAT,1203,20.2951,72.9909,SILVASSA-GUJARAT,403,21.7059,72.5834,3
NEEMRANA-RAJASTHAN,1711,27.9562864,76.3639911,NEEMRANA-RAJASTHAN,5431,17.5862,78.4751,2
RAJKOT-GUJARAT,2902,22.3265,70.8541,RAJKOT-GUJARAT,525,13.1314,77.9763,1
BALLABHGARH-HARYANA,1323,28.3046774,77.3004412,BALLABHGARH-HARYANA,2202,27.217,77.9455,1
MANESAR-HARYANA,1322,28.3775364,76.9388545,MANESAR-HARYANA,1111,30.3925308,76.1878399,9
OKHLA-DELHI,1301,28.5283,77.2786,OKHLA-DELHI,515,14.5176,75.7874,2
WAGHOLI - PUNE - MAHARASTRA,2801,18.5738,73.959,WAGHOLI - PUNE - MAHARASTRA,1315,28.6923,77.4409,2
RANCHI-JHARKHAND,3402,23.3068613,85.3985532,RANCHI-JHARKHAND,3301,29.01588,79.4086,3
OKHLA-DELHI,1301,28.5283,77.2786,OKHLA-DELHI,2826,16.6209,74.3468,1
NARSAPURA-KARNATAKA,525,13.1314,77.9763,NARSAPURA-KARNATAKA,1706,27.5377,76.6903,2
KASHIPUR-UTTRAKHAND,3302,29.2104,79.0084,KASHIPUR-UTTRAKHAND,1321,28.3962,76.993,1
PATANCHERU-TELANGANA,1608,17.5253,78.2717,PATANCHERU-TELANGANA,2501,21.133502,78.8936551,5
GREATER NOIDA-UTTAR PRADESH,1312,28.448128,77.530355,GREATER NOIDA-UTTAR PRADESH,2829,20.692438,77.052475,1
ANKLESHWAR-GUJARAT,401,21.6299448,73.0194181,ANKLESHWAR-GUJARAT,1103,30.9570241,76.8249571,2
ANKLESHWAR-GUJARAT,401,21.6299448,73.0194181,ANKLESHWAR-GUJARAT,2816,18.6078,73.7238,6
SANAND  AHMEDABAD-GUJARAT,319,22.9731286,72.2752609,SANAND  AHMEDABAD-GUJARAT,1340,28.3739,77.2988,1
RAMPUR-UTTAR PRADESH,3305,28.7861,79.0274,RAMPUR-UTTAR PRADESH,3301,29.01588,79.4086,2
BADDI-HIMACHAL PRADESH,1103,30.9570241,76.8249571,BADDI-HIMACHAL PRADESH,1341,28.757605,77.056438,1
ZAHEERABAD-TELANGANA,1607,17.7008,77.5459,ZAHEERABAD-TELANGANA,1312,28.448128,77.530355,1
AMBALA HUB-HARYANA,103,30.23361,76.85074,AMBALA HUB-HARYANA,1602,26.4478,80.2487,1
BINOLA LOGISTICS,1335,28.309,76.8787,BINOLA LOGISTICS,3101,16.7575,74.2777,2
CHAKAN - PUNE - MAHARASTRA,2802,18.7004018,73.8489416,CHAKAN - PUNE - MAHARASTRA,801,22.519,88.3033,1
GGN HERO HONDA-HARYANA,1327,28.3962,76.993,GGN HERO HONDA-HARYANA,2823,18.7519792,73.794638,1
BHIWADI RAJASTHAN,701,28.2091,76.8469,BHIWADI RAJASTHAN,1003,13.2316,80.1633,1
BIDADI KARNATAKA,529,12.8138869,77.4106902,BIDADI KARNATAKA,1803,25.2946,82.9412,2
NAGLI POONA-DELHI,1329,28.781486,77.137516,NAGLI POONA-DELHI,1801,26.779122,80.897926,5
DEHRADUN-UTTRAKHAND,4001,30.28199,77.98948,DEHRADUN-UTTRAKHAND,3301,29.01588,79.4086,3
MANESAR FLEET,1355,28.3776,76.9388,MANESAR FLEET,1003,13.2316,80.1633,5
SHOLAVARAM CHENNAI,1003,13.2316,80.1633,SHOLAVARAM CHENNAI,2213,27.8224399,77.4235528,1
GANDHIDHAM-GUJARAT,306,23.0612,70.1282,GANDHIDHAM-GUJARAT,3301,29.01588,79.4086,4
PALAM AIRPORT-DELHI,1303,28.5323,77.1102,PALAM AIRPORT-DELHI,837,11.665967,92.733149,1
NAGLI POONA-DELHI,1329,28.781486,77.137516,NAGLI POONA-DELHI,104,30.8954,77.0931,1
BANGLORE AIRPORT-KARNATAKA,501,13.1464,77.6144,BANGLORE AIRPORT-KARNATAKA,509,13.2446,77.553,1
NAGLI POONA-DELHI,1329,28.781486,77.137516,NAGLI POONA-DELHI,1203,20.2951,72.9909,1
DAMAN-GUJARAT,1201,20.402885,72.8870348,DAMAN-GUJARAT,801,22.519,88.3033,1
MUMBAI HUB-MAHARASTRA,2117,19.2924351,73.1082178,MUMBAI HUB-MAHARASTRA,317,23.2898,72.4389,1
JAMALPUR-HARYANA,1342,28.3782,76.8352,JAMALPUR-HARYANA,1384,28.6782512,77.56026,1
NOIDA I-UTTAR PRADESH,1310,28.5463933,77.4097224,NOIDA I-UTTAR PRADESH,4109,19.2715,84.7784,1
BOMMANSANDRA-KARNATAKA,503,12.8178324,77.6698024,BOMMANSANDRA-KARNATAKA,516,13.943575,75.555486,1
AHMD RAIL-GUJARAT,310,22.9728316,72.6275756,AHMD RAIL-GUJARAT,403,21.7059,72.5834,1
KAPASHERA-DELHI,1305,28.5182141,77.0820394,KAPASHERA-DELHI,1303,28.5323,77.1102,3
VAPI-GUJARAT,1202,20.324471,72.904855,VAPI-GUJARAT,1801,26.779122,80.897926,3
CUTTACK-ORRISA,4107,20.5333,85.9527,CUTTACK-ORRISA,809,22.5614951,88.1767703,85
BOMMANSANDRA-KARNATAKA,503,12.8178324,77.6698024,BOMMANSANDRA-KARNATAKA,505,12.725908,77.794993,1
MUMBAI KANDIVALI-MAHARASTRA,2106,18.9551,72.8389,MUMBAI KANDIVALI-MAHARASTRA,2104,19.4030055,72.8478575,1
AHMEDABAD-GUJARAT,301,22.8584141,72.3796371,AHMEDABAD-GUJARAT,314,22.7206,71.6674,1
VASHI MUMBAI-MAHARASTRA,2107,19.0791,73.0114,VASHI MUMBAI-MAHARASTRA,1328,28.3106646,76.8781538,13
AURANGABAD WALUJ-MAHARASTRA,201,19.8087351,75.2382142,AURANGABAD WALUJ-MAHARASTRA,1318,28.4875,77.063,6
AURANGABAD WALUJ-MAHARASTRA,201,19.8087351,75.2382142,AURANGABAD WALUJ-MAHARASTRA,1801,26.779122,80.897926,24
RASYANI-RAIGAD,2125,18.9542,73.1682,RASYANI-RAIGAD,2104,19.4030055,72.8478575,2
CHENNAI SVCHATRAM-TAMILNADU,1001,12.8975285,79.883473,CHENNAI SVCHATRAM-TAMILNADU,1003,13.2316,80.1633,12
MAHALUNGE - PUNE - MAHARASTRA,2823,18.7519792,73.794638,MAHALUNGE - PUNE - MAHARASTRA,1701,26.865057,75.680062,2
SILVASSA-GUJARAT,1203,20.2951,72.9909,SILVASSA-GUJARAT,2824,22.8312,70.8544,83
RUDRAPUR-UTTRAKHAND,3301,29.01588,79.4086,RUDRAPUR-UTTRAKHAND,1104,31.4966,75.8345,30
KURKUMBH - PUNE - MAHARASTRA,2820,18.3979,74.5254,KURKUMBH - PUNE - MAHARASTRA,2802,18.7004018,73.8489416,12
BINOLA HUB-HARYANA,1328,28.3106646,76.8781538,BINOLA HUB-HARYANA,1602,26.4478,80.2487,1
TIKRI BORDER-DELHI,1307,28.6831148,76.9606879,TIKRI BORDER-DELHI,1315,28.6923,77.4409,14
GGN HERO HONDA-HARYANA,1327,28.3962,76.993,GGN HERO HONDA-HARYANA,1801,26.779122,80.897926,6
CHAKAN - PUNE - MAHARASTRA,2802,18.7004018,73.8489416,CHAKAN - PUNE - MAHARASTRA,1001,12.8975285,79.883473,11
BHARTI AIRTEL (AP)  GUNTUR,6720,16.2324592,80.3183511,BHARTI AIRTEL (AP)  GUNTUR,6720,16.2324592,80.3183511,168
BANGLORE HUB-KARNATAKA,511,13.2444,77.229,BANGLORE HUB-KARNATAKA,1016,14.4022,79.9531,2
DEWAS-MADHYA PRADESH,3508,22.9703,76.1229,DEWAS-MADHYA PRADESH,511,13.2444,77.229,7
JAIPUR-RAJASTHAN,1701,26.865057,75.680062,JAIPUR-RAJASTHAN,1805,26.9249994,81.0637689,6
TIKRI BORDER-DELHI,1307,28.6831148,76.9606879,TIKRI BORDER-DELHI,1328,28.3106646,76.8781538,54
MEERUT-UTTAR PRADESH,2203,28.9404926,77.6713666,MEERUT-UTTAR PRADESH,1602,26.4478,80.2487,1
HYDERABAD AIRPORT-TELANGANA,1606,17.2606,78.3849,HYDERABAD AIRPORT-TELANGANA,1607,17.7008,77.5459,5
LUDHIANA HUB,1920,30.8864,75.9923,LUDHIANA HUB,1111,30.3925308,76.1878399,1
CHERLAPALLY-TELANGANA,1611,17.459,78.5992,CHERLAPALLY-TELANGANA,308,23.2627058,69.9509695,20
GWALIOR-MADHYA PRADESH,3503,26.3392,78.2826,GWALIOR-MADHYA PRADESH,1338,28.201997,77.320682,3
AMBALA HUB-HARYANA,103,30.23361,76.85074,AMBALA HUB-HARYANA,801,22.519,88.3033,2
HARIDWAR-UTTRAKHAND,2205,29.9652,78.076,HARIDWAR-UTTRAKHAND,1325,31.4966,75.8345,1
JODHPUR-RAJASTHAN,1709,26.2292,73.0069,JODHPUR-RAJASTHAN,2803,18.803941,74.311907,20
TATA - CCC CHENNAI,1035,13.2317,80.1632,TATA - CCC CHENNAI,2836,29.0159,79.409,6
RANJANGAON - PUNE - MAHARASTRA,2803,18.803941,74.311907,RANJANGAON - PUNE - MAHARASTRA,103,30.23361,76.85074,6
CHERLAPALLY-TELANGANA,1611,17.459,78.5992,CHERLAPALLY-TELANGANA,1611,17.459,78.5992,8
NEEMRANA-RAJASTHAN,1711,27.9562864,76.3639911,NEEMRANA-RAJASTHAN,1303,28.5323,77.1102,1
MINIHUB UP BORDER-DELHI,1343,28.6778,77.3264,MINIHUB UP BORDER-DELHI,1801,26.779122,80.897926,8
BALLABHGARH-HARYANA,1323,28.3046774,77.3004412,BALLABHGARH-HARYANA,1328,28.3106646,76.8781538,24
MITROL PALWAL-HARYANA,1344,28.0463739,77.3416418,MITROL PALWAL-HARYANA,1344,28.0463739,77.3416418,5
NAGLI POONA-DELHI,1329,28.781486,77.137516,NAGLI POONA-DELHI,504,13.2431695,77.2304165,3
COCHIN-KERLA,3003,10.125558,76.3234073,COCHIN-KERLA,2802,18.7004018,73.8489416,6
WADA KUDUS (MUMBAI),2129,19.5361888,73.0991552,WADA KUDUS (MUMBAI),2117,19.2924351,73.1082178,26
HARIDWAR-UTTRAKHAND,2205,29.9652,78.076,HARIDWAR-UTTRAKHAND,1910,34.100144,74.7621673,1
BALLABHGARH-HARYANA,1323,28.3046774,77.3004412,BALLABHGARH-HARYANA,3402,23.3068613,85.3985532,1
NAGLI POONA-DELHI,1329,28.781486,77.137516,NAGLI POONA-DELHI,1328,28.3106646,76.8781538,18
HARIDWAR-UTTRAKHAND,2205,29.9652,78.076,HARIDWAR-UTTRAKHAND,8236,23.163,77.5109,1
BIDADI KARNATAKA,529,12.8138869,77.4106902,BIDADI KARNATAKA,2803,18.803941,74.311907,1
NAGPUR WADI,2501,21.133502,78.8936551,NAGPUR WADI,2806,18.6817064,74.1130227,5
SELAQUI DEHRADOON-UTTRAKHAND,4004,30.368611,77.853084,SELAQUI DEHRADOON-UTTRAKHAND,1905,32.640433,74.901404,1
CHERLAPALLY-TELANGANA,1611,17.459,78.5992,CHERLAPALLY-TELANGANA,3008,8.393335,76.991763,1
CHERLAPALLY-TELANGANA,1611,17.459,78.5992,CHERLAPALLY-TELANGANA,805,22.353645,87.278393,3
KAPASHERA-DELHI,1305,28.5182141,77.0820394,KAPASHERA-DELHI,1610,17.5311,78.4557,2
BAWAL-HARYANA,3010,28.0848576,76.5779613,BAWAL-HARYANA,1301,28.5283,77.2786,3
VASHI MUMBAI-MAHARASTRA,2107,19.0791,73.0114,VASHI MUMBAI-MAHARASTRA,3003,10.125558,76.3234073,2
INDORE-MADHYA PRADESH,3501,22.8366327,75.9450594,INDORE-MADHYA PRADESH,2122,18.9321187,73.017467,1
NARSAPURA-KARNATAKA,525,13.1314,77.9763,NARSAPURA-KARNATAKA,511,13.2444,77.229,2
RAKHANPUR-AHMEDABAD,309,23.1023,72.4769,RAKHANPUR-AHMEDABAD,301,22.8584141,72.3796371,3
SANAND  AHMEDABAD-GUJARAT,319,22.9731286,72.2752609,SANAND  AHMEDABAD-GUJARAT,1920,30.8864,75.9923,3
JALGAON MAHARASTRA,203,20.994679,75.588913,JALGAON MAHARASTRA,1309,28.862816,77.123806,2
JAIPUR-RAJASTHAN,1701,26.865057,75.680062,JAIPUR-RAJASTHAN,1804,25.4550668,81.7627409,4
VAPI-GUJARAT,1202,20.324471,72.904855,VAPI-GUJARAT,3101,16.7575,74.2777,1
CORPORATE OFFICE-DELHI,1306,28.677483,77.1419,CORPORATE OFFICE-DELHI,2801,18.5738,73.959,1
KADUGUDI WHITEFIELD-KARNATAKA,512,12.9929563,77.7691074,KADUGUDI WHITEFIELD-KARNATAKA,2107,19.0791,73.0114,1
JASAI MUMBAI-MAHARASTRA,2122,18.9321187,73.017467,JASAI MUMBAI-MAHARASTRA,1601,17.6103329,78.5213145,1
MANESAR-HARYANA,1322,28.3775364,76.9388545,MANESAR-HARYANA,1103,30.9570241,76.8249571,1
NAGPUR WADI,2501,21.133502,78.8936551,NAGPUR WADI,3301,29.01588,79.4086,2
BAWAL-HARYANA,3010,28.0848576,76.5779613,BAWAL-HARYANA,1017,13.245269,79.117715,2
HUBLI-KARNATAKA,1802,15.29472,75.147747,HUBLI-KARNATAKA,4702,23.2643,69.9265,1
JAMALPUR-HARYANA,1342,28.3782,76.8352,JAMALPUR-HARYANA,802,26.1106477,91.7305034,2
BAWAL-HARYANA,3010,28.0848576,76.5779613,BAWAL-HARYANA,2112,19.0687,73.1369,3
LUDHIANA HUB,1920,30.8864,75.9923,LUDHIANA HUB,1102,31.355688,75.565583,1
JODHPUR-RAJASTHAN,1709,26.2292,73.0069,JODHPUR-RAJASTHAN,1309,28.862816,77.123806,1
BAWAL-HARYANA,3010,28.0848576,76.5779613,BAWAL-HARYANA,1012,13.0393,80.0548,1
DEWAS-MADHYA PRADESH,3508,22.9703,76.1229,DEWAS-MADHYA PRADESH,2122,18.9321187,73.017467,1
CORPORATE OFFICE-DELHI,1306,28.677483,77.1419,CORPORATE OFFICE-DELHI,6074,28.696324,77.598355,3
DHANBAD-JHARKHAND,3408,23.852018,86.42661,DHANBAD-JHARKHAND,3402,23.3068613,85.3985532,1
HAPUR U P,1363,28.722645,77.734033,HAPUR U P,2203,28.9404926,77.6713666,1
MAKKARPURA BARODA-GUJARAT,602,22.2472,73.1793,MAKKARPURA BARODA-GUJARAT,1905,32.640433,74.901404,1
MAHALUNGE - PUNE - MAHARASTRA,2823,18.7519792,73.794638,MAHALUNGE - PUNE - MAHARASTRA,801,22.519,88.3033,1
DHULAGARH HUB KOLKATA-WEST BANGAL,809,22.5614951,88.1767703,DHULAGARH HUB KOLKATA-WEST BANGAL,103,30.23361,76.85074,1
SURAT-GUJARAT,402,21.1898949,72.8890235,SURAT-GUJARAT,2122,18.9321187,73.017467,1
MANESAR-HARYANA,1322,28.3775364,76.9388545,MANESAR-HARYANA,1307,28.6831148,76.9606879,2
HALOL-GUJARAT,1603,22.5615,73.4569,HALOL-GUJARAT,310,22.9728316,72.6275756,1
KOLHAPUR-MAHARASTRA,3101,16.7575,74.2777,KOLHAPUR-MAHARASTRA,1339,28.2022,77.3201,20
DAMAN-GUJARAT,1201,20.402885,72.8870348,DAMAN-GUJARAT,1801,26.779122,80.897926,1
MAKKARPURA BARODA-GUJARAT,602,22.2472,73.1793,MAKKARPURA BARODA-GUJARAT,2105,19.2526392,73.0234069,1
KAGAL GODOWN - PUNE - MAHARASTRA,2826,16.6209,74.3468,KAGAL GODOWN - PUNE - MAHARASTRA,1339,28.2022,77.3201,1
BOMMANSANDRA-KARNATAKA,503,12.8178324,77.6698024,BOMMANSANDRA-KARNATAKA,1610,17.5311,78.4557,1
DADRI-UTTAR PRADESH,1352,28.5432697,77.5631391,DADRI-UTTAR PRADESH,1202,20.324471,72.904855,2
KUNDLI BORDER SONIPAT-HARYANA,1309,28.862816,77.123806,KUNDLI BORDER SONIPAT-HARYANA,105,31.414555,76.338821,1
BHIWANDI MUMBAI-MAHARASTRA,2105,19.2526392,73.0234069,BHIWANDI MUMBAI-MAHARASTRA,1002,13.156826,80.222013,1
CHERLAPALLY-TELANGANA,1611,17.459,78.5992,CHERLAPALLY-TELANGANA,1701,26.865057,75.680062,2
BHOPAL-MADHYA PRADESH,3502,23.1662722,77.5090901,BHOPAL-MADHYA PRADESH,1328,28.3106646,76.8781538,2
DHARUHERA-HARYANA,1401,28.2191813,76.7966441,DHARUHERA-HARYANA,1310,28.5463933,77.4097224,1
MORADABAD-UTTAR PRADESH,2201,28.8012063,78.7622144,MORADABAD-UTTAR PRADESH,1920,30.8864,75.9923,2
MORBI-GUJARAT,2824,22.8312,70.8544,MORBI-GUJARAT,802,26.1106477,91.7305034,3
BINOLA HUB-HARYANA,1328,28.3106646,76.8781538,BINOLA HUB-HARYANA,1706,27.5377,76.6903,2
SOLAPUR - PUNE - MAHARASTRA,2808,17.7278,75.839,SOLAPUR - PUNE - MAHARASTRA,2205,29.9652,78.076,1
TIKRI BORDER-DELHI,1307,28.6831148,76.9606879,TIKRI BORDER-DELHI,3310,29.1755883,79.4949733,1
ROORKEE UTTARANCHAL-UTTRAKHAND,4003,29.921192,77.829423,ROORKEE UTTARANCHAL-UTTRAKHAND,2901,28.8988,76.5487,1
MAHALUNGE NEW WH DELIVERY,2855,18.737321,73.797702,MAHALUNGE NEW WH DELIVERY,1328,28.3106646,76.8781538,1
ROHTAK-HARYANA,2901,28.8988,76.5487,ROHTAK-HARYANA,1370,28.5315089,77.4687343,2
BARODA-GUJARAT,601,22.3532,73.2346,BARODA-GUJARAT,1108,31.671749,76.1182,1
GANDHIDHAM-GUJARAT,306,23.0612,70.1282,GANDHIDHAM-GUJARAT,1309,28.862816,77.123806,3
BELGAUM-KARNATAKA,506,15.8523557,74.5354957,BELGAUM-KARNATAKA,3010,28.0848576,76.5779613,1
CHAKAN - PUNE - MAHARASTRA,2802,18.7004018,73.8489416,CHAKAN - PUNE - MAHARASTRA,321,29.0159,79.409,73
VAPI-GUJARAT,1202,20.324471,72.904855,VAPI-GUJARAT,1202,20.324471,72.904855,383
NAGPUR WADI,2501,21.133502,78.8936551,NAGPUR WADI,2502,21.2570484,81.5552005,98
KUNDLI BORDER SONIPAT-HARYANA,1309,28.862816,77.123806,KUNDLI BORDER SONIPAT-HARYANA,1905,32.640433,74.901404,45
VAPI-GUJARAT,1202,20.324471,72.904855,VAPI-GUJARAT,3001,11.6017,78.0921,90
DHULAGARH HUB KOLKATA-WEST BANGAL,809,22.5614951,88.1767703,DHULAGARH HUB KOLKATA-WEST BANGAL,814,22.7361595,88.2732544,7
NOIDA I-UTTAR PRADESH,1310,28.5463933,77.4097224,NOIDA I-UTTAR PRADESH,301,22.8584141,72.3796371,2
TATA MOTORS LTD (SPD) KOLKATA,836,22.5246,88.1418,TATA MOTORS LTD (SPD) KOLKATA,809,22.5614951,88.1767703,2
MUMBAI FLEET - MAHARASTRA,2123,19.2923938,73.1079768,MUMBAI FLEET - MAHARASTRA,2855,18.737321,73.797702,1
BINOLA HUB-HARYANA,1328,28.3106646,76.8781538,BINOLA HUB-HARYANA,1920,30.8864,75.9923,21
NEEMRANA-RAJASTHAN,1711,27.9562864,76.3639911,NEEMRANA-RAJASTHAN,1014,12.8809274,79.9352321,12
PATIYALA-PUNJAB,1904,30.3699,76.4745,PATIYALA-PUNJAB,1901,30.8772,75.9122,1
ROORKEE UTTARANCHAL-UTTRAKHAND,4003,29.921192,77.829423,ROORKEE UTTARANCHAL-UTTRAKHAND,820,27.1771194,88.5261371,4
NARSAPURA-KARNATAKA,525,13.1314,77.9763,NARSAPURA-KARNATAKA,1601,17.6103329,78.5213145,4
AMBALA HUB-HARYANA,103,30.23361,76.85074,AMBALA HUB-HARYANA,1338,28.201997,77.320682,1
CHAKAN - PUNE - MAHARASTRA,2802,18.7004018,73.8489416,CHAKAN - PUNE - MAHARASTRA,2117,19.2924351,73.1082178,36
AMBALA HUB-HARYANA,103,30.23361,76.85074,AMBALA HUB-HARYANA,3405,22.824269,86.268545,9
RAJKOT-GUJARAT,2902,22.3265,70.8541,RAJKOT-GUJARAT,323,22.1641,70.794,2
RASYANI-RAIGAD,2125,18.9542,73.1682,RASYANI-RAIGAD,2114,18.0962,73.4601,1
CHAKAN - PUNE - MAHARASTRA,2802,18.7004018,73.8489416,CHAKAN - PUNE - MAHARASTRA,809,22.5614951,88.1767703,4
GURGAON-HARYANA,1318,28.4875,77.063,GURGAON-HARYANA,504,13.2431695,77.2304165,4
FARIDABAD N I T-HARYANA,1340,28.3739,77.2988,FARIDABAD N I T-HARYANA,1338,28.201997,77.320682,7
SANAND  AHMEDABAD-GUJARAT,319,22.9731286,72.2752609,SANAND  AHMEDABAD-GUJARAT,901,11.0746,77.1115,9
AMBALA HUB-HARYANA,103,30.23361,76.85074,AMBALA HUB-HARYANA,1803,25.2946,82.9412,2
NAGPUR WADI,2501,21.133502,78.8936551,NAGPUR WADI,2802,18.7004018,73.8489416,25
BILASPUR AIRTEL GSM-HIMACHAL PRADESH,6031,31.357482,76.747485,BILASPUR AIRTEL GSM-HIMACHAL PRADESH,6031,31.357482,76.747485,141
REWARI PDA,5372,24.5203,81.2427,REWARI PDA,3010,28.0848576,76.5779613,19
MUMBAI HUB-MAHARASTRA,2117,19.2924351,73.1082178,MUMBAI HUB-MAHARASTRA,1318,28.4875,77.063,40
MANESAR-HARYANA,1322,28.3775364,76.9388545,MANESAR-HARYANA,1308,28.4509963,77.3193081,3
TIRUNELVELI-TAMILNADU,903,8.77265,77.710253,TIRUNELVELI-TAMILNADU,511,13.2444,77.229,1
OKHLA-DELHI,1301,28.5283,77.2786,OKHLA-DELHI,3201,17.7023,83.1733,2
RAJKOT-GUJARAT,2902,22.3265,70.8541,RAJKOT-GUJARAT,805,22.353645,87.278393,2
ZIRAKPUR I-PUNJAB,1110,30.6596,76.8172,ZIRAKPUR I-PUNJAB,1303,28.5323,77.1102,1
GURGAON-HARYANA,1318,28.4875,77.063,GURGAON-HARYANA,1312,28.448128,77.530355,1
ANAND-GUJARAT,312,22.536222,72.928616,ANAND-GUJARAT,601,22.3532,73.2346,5
BOMMANSANDRA-KARNATAKA,503,12.8178324,77.6698024,BOMMANSANDRA-KARNATAKA,1315,28.6923,77.4409,1
BANGLORE AIRPORT-KARNATAKA,501,13.1464,77.6144,BANGLORE AIRPORT-KARNATAKA,2501,21.133502,78.8936551,1
PALLAKKAD-KERLA,3005,10.7898,76.7208,PALLAKKAD-KERLA,901,11.0746,77.1115,1
GURGAON-HARYANA,1318,28.4875,77.063,GURGAON-HARYANA,3301,29.01588,79.4086,4
LAL TAPPER-UTTRAKHAND,4005,30.1303,78.1665,LAL TAPPER-UTTRAKHAND,501,13.1464,77.6144,1
KAPASHERA-DELHI,1305,28.5182141,77.0820394,KAPASHERA-DELHI,1319,28.4875,77.063,2
